Sensor;Navn;Dato;Breddegrad;Længdegrad;Temperatur°C;LuftfugtighedRH%;CO2 ppm;VOC ppb;Lydniveau dB;Min;Max;Lysniveau lux;Lys farve K;Optaget;Batteri mV;Dækning dB
53e1e;S.11 GBG. E236;02.08.2024 23:48;55.69486733920517;12.551568746566774;25,0;52,0;441;640;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 00:03;55.69486733920517;12.551568746566774;25,0;51,9;439;660;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 00:18;55.69486733920517;12.551568746566774;25,0;51,9;460;664;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 00:33;55.69486733920517;12.551568746566774;25,0;52,0;464;673;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 00:48;55.69486733920517;12.551568746566774;25,0;52,0;441;662;42;42;46;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 01:03;55.69486733920517;12.551568746566774;25,0;52,0;443;658;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 01:18;55.69486733920517;12.551568746566774;25,0;51,9;443;673;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 01:33;55.69486733920517;12.551568746566774;25,0;51,9;423;669;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 01:48;55.69486733920517;12.551568746566774;24,9;51,9;453;662;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 02:03;55.69486733920517;12.551568746566774;24,9;51,9;437;657;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 02:18;55.69486733920517;12.551568746566774;24,9;51,9;430;657;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 02:33;55.69486733920517;12.551568746566774;24,9;51,9;444;663;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 02:48;55.69486733920517;12.551568746566774;24,9;51,9;439;662;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 03:03;55.69486733920517;12.551568746566774;24,9;51,9;447;668;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 03:19;55.69486733920517;12.551568746566774;24,9;51,9;444;671;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 03:34;55.69486733920517;12.551568746566774;24,9;51,9;462;667;41;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 03:49;55.69486733920517;12.551568746566774;24,9;51,9;449;658;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 04:04;55.69486733920517;12.551568746566774;24,9;51,9;452;671;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 04:19;55.69486733920517;12.551568746566774;24,9;51,9;439;668;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 04:34;55.69486733920517;12.551568746566774;24,9;51,9;415;668;41;40;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 04:49;55.69486733920517;12.551568746566774;24,9;51,8;479;663;42;41;46;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 05:04;55.69486733920517;12.551568746566774;24,9;51,8;428;663;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 05:19;55.69486733920517;12.551568746566774;24,8;51,9;439;677;41;41;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 05:34;55.69486733920517;12.551568746566774;24,8;51,9;446;671;41;40;42;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 05:49;55.69486733920517;12.551568746566774;24,8;51,8;434;677;41;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 06:04;55.69486733920517;12.551568746566774;24,8;51,8;442;670;41;40;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 06:19;55.69486733920517;12.551568746566774;24,8;51,8;438;665;41;41;42;2;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 06:34;55.69486733920517;12.551568746566774;24,8;51,8;462;680;41;41;42;2;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 06:49;55.69486733920517;12.551568746566774;24,8;51,8;470;671;41;41;42;2;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 07:04;55.69486733920517;12.551568746566774;24,8;51,8;443;680;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 07:19;55.69486733920517;12.551568746566774;24,8;51,8;433;675;41;41;43;2;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 07:34;55.69486733920517;12.551568746566774;24,8;51,8;438;688;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 07:49;55.69486733920517;12.551568746566774;24,8;51,8;480;684;41;40;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 08:04;55.69486733920517;12.551568746566774;24,8;51,8;454;693;41;40;42;6;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 08:19;55.69486733920517;12.551568746566774;24,8;51,8;445;694;41;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 08:34;55.69486733920517;12.551568746566774;24,8;51,8;463;702;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 08:49;55.69486733920517;12.551568746566774;24,8;51,8;452;692;42;41;46;4;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 09:04;55.69486733920517;12.551568746566774;24,8;51,8;424;704;41;41;42;4;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 09:19;55.69486733920517;12.551568746566774;24,8;51,8;467;701;41;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 09:34;55.69486733920517;12.551568746566774;24,8;51,9;444;708;41;41;43;6;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 09:49;55.69486733920517;12.551568746566774;24,8;51,8;435;716;41;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 10:04;55.69486733920517;12.551568746566774;24,8;51,8;472;707;41;41;42;14;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 10:19;55.69486733920517;12.551568746566774;24,9;51,8;452;718;41;41;43;8;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 10:34;55.69486733920517;12.551568746566774;24,9;51,8;485;710;41;40;42;18;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 10:49;55.69486733920517;12.551568746566774;24,9;51,9;454;719;41;41;42;8;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 11:04;55.69486733920517;12.551568746566774;24,9;51,8;447;726;41;41;43;10;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 11:20;55.69486733920517;12.551568746566774;24,9;51,8;458;727;41;40;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 11:35;55.69486733920517;12.551568746566774;24,9;51,9;458;736;41;41;42;10;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 11:50;55.69486733920517;12.551568746566774;24,9;51,8;466;741;41;40;43;20;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 12:05;55.69486733920517;12.551568746566774;24,9;51,9;468;776;41;41;43;16;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 12:20;55.69486733920517;12.551568746566774;24,9;51,9;447;775;41;41;43;22;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 12:35;55.69486733920517;12.551568746566774;24,9;51,9;492;779;41;41;43;12;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 12:50;55.69486733920517;12.551568746566774;25,0;51,9;459;787;42;41;43;12;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 13:05;55.69486733920517;12.551568746566774;25,0;51,8;440;751;42;41;44;10;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 13:20;55.69486733920517;12.551568746566774;25,0;51,9;489;723;42;42;43;14;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 13:35;55.69486733920517;12.551568746566774;25,0;51,9;440;705;41;41;43;14;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 13:50;55.69486733920517;12.551568746566774;25,0;51,8;467;687;42;41;43;14;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 14:05;55.69486733920517;12.551568746566774;25,0;51,8;474;659;42;41;43;12;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 14:20;55.69486733920517;12.551568746566774;25,0;51,8;436;658;41;41;43;22;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 14:35;55.69486733920517;12.551568746566774;25,0;51,8;453;660;42;41;43;12;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 14:50;55.69486733920517;12.551568746566774;25,0;51,8;466;642;42;41;43;20;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 15:05;55.69486733920517;12.551568746566774;25,1;51,8;438;634;42;41;43;12;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 15:20;55.69486733920517;12.551568746566774;25,1;51,8;458;642;42;41;43;10;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 15:35;55.69486733920517;12.551568746566774;25,1;51,8;453;619;42;41;43;12;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 15:50;55.69486733920517;12.551568746566774;25,1;51,8;434;614;42;41;43;16;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 16:05;55.69486733920517;12.551568746566774;25,1;51,8;440;615;42;41;43;16;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 16:20;55.69486733920517;12.551568746566774;25,1;51,8;454;616;42;41;43;8;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 16:35;55.69486733920517;12.551568746566774;25,1;51,8;455;600;42;41;43;10;0;0;2935;-82
53e1e;S.11 GBG. E236;03.08.2024 16:50;55.69486733920517;12.551568746566774;25,2;51,7;438;584;42;42;44;16;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 17:05;55.69486733920517;12.551568746566774;25,2;51,8;460;578;42;42;44;8;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 17:20;55.69486733920517;12.551568746566774;25,2;51,8;443;584;42;41;43;20;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 17:35;55.69486733920517;12.551568746566774;25,2;51,8;464;572;42;42;43;14;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 17:50;55.69486733920517;12.551568746566774;25,2;51,8;471;570;43;41;55;8;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 18:05;55.69486733920517;12.551568746566774;25,3;51,9;449;570;42;41;43;4;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 18:20;55.69486733920517;12.551568746566774;25,3;51,8;445;561;42;41;43;6;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 18:35;55.69486733920517;12.551568746566774;25,3;51,8;455;556;42;41;43;6;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 18:51;55.69486733920517;12.551568746566774;25,3;51,9;439;552;42;41;45;4;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 19:06;55.69486733920517;12.551568746566774;25,3;51,9;454;554;42;42;44;4;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 19:21;55.69486733920517;12.551568746566774;25,3;51,9;458;547;42;42;43;4;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 19:36;55.69486733920517;12.551568746566774;25,3;51,9;465;541;42;41;43;4;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 19:51;55.69486733920517;12.551568746566774;25,3;51,9;447;543;42;42;43;2;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 20:06;55.69486733920517;12.551568746566774;25,3;52,0;420;554;42;42;43;2;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 20:21;55.69486733920517;12.551568746566774;25,3;52,0;449;542;42;41;44;2;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 20:36;55.69486733920517;12.551568746566774;25,3;52,0;465;559;42;42;43;0;0;0;2937;-85
53e1e;S.11 GBG. E236;03.08.2024 20:51;55.69486733920517;12.551568746566774;25,3;52,0;443;564;42;42;45;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 21:06;55.69486733920517;12.551568746566774;25,2;52,1;436;574;42;42;44;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 21:21;55.69486733920517;12.551568746566774;25,2;52,1;448;638;42;41;44;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 21:36;55.69486733920517;12.551568746566774;25,2;52,2;461;710;42;41;44;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 21:51;55.69486733920517;12.551568746566774;25,2;52,2;440;747;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 22:06;55.69486733920517;12.551568746566774;25,2;52,2;455;762;42;42;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 22:21;55.69486733920517;12.551568746566774;25,2;52,3;448;775;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 22:36;55.69486733920517;12.551568746566774;25,2;52,3;444;793;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 22:51;55.69486733920517;12.551568746566774;25,2;52,4;481;790;42;41;44;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 23:06;55.69486733920517;12.551568746566774;25,2;52,4;429;804;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 23:21;55.69486733920517;12.551568746566774;25,2;52,3;438;792;42;42;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 23:36;55.69486733920517;12.551568746566774;25,2;52,4;453;782;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;03.08.2024 23:51;55.69486733920517;12.551568746566774;25,2;52,4;451;767;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;04.08.2024 00:06;55.69486733920517;12.551568746566774;25,1;52,4;446;777;42;42;44;0;0;0;2937;-82
53e1e;S.11 GBG. E236;04.08.2024 00:21;55.69486733920517;12.551568746566774;25,1;52,4;450;768;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;04.08.2024 00:36;55.69486733920517;12.551568746566774;25,1;52,4;475;761;42;41;43;0;0;0;2937;-82
53e1e;S.11 GBG. E236;04.08.2024 00:51;55.69486733920517;12.551568746566774;25,1;52,4;464;749;42;42;47;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 01:06;55.69486733920517;12.551568746566774;25,1;52,4;446;753;42;42;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 01:21;55.69486733920517;12.551568746566774;25,1;52,5;450;770;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 01:36;55.69486733920517;12.551568746566774;25,1;52,5;430;747;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 01:51;55.69486733920517;12.551568746566774;25,1;52,5;451;751;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 02:06;55.69486733920517;12.551568746566774;25,1;52,5;454;763;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 02:21;55.69486733920517;12.551568746566774;25,1;52,5;448;761;42;42;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 02:37;55.69486733920517;12.551568746566774;25,1;52,5;459;761;42;42;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 02:52;55.69486733920517;12.551568746566774;25,1;52,5;453;750;42;40;44;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 03:07;55.69486733920517;12.551568746566774;25,1;52,6;441;754;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 03:22;55.69486733920517;12.551568746566774;25,1;52,6;451;751;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 03:37;55.69486733920517;12.551568746566774;25,1;52,6;458;762;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 03:52;55.69486733920517;12.551568746566774;25,1;52,7;461;752;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 04:07;55.69486733920517;12.551568746566774;25,1;52,7;460;762;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 04:22;55.69486733920517;12.551568746566774;25,1;52,6;448;764;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 04:37;55.69486733920517;12.551568746566774;25,1;52,7;481;772;42;41;43;0;0;0;2935;-82
53e1e;S.11 GBG. E236;04.08.2024 04:52;55.69486733920517;12.551568746566774;25,1;52,7;440;766;42;42;44;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 05:07;55.69486733920517;12.551568746566774;25,1;52,7;467;748;42;41;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 05:22;55.69486733920517;12.551568746566774;25,1;52,8;439;751;42;41;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 05:37;55.69486733920517;12.551568746566774;25,1;52,8;446;767;42;41;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 05:52;55.69486733920517;12.551568746566774;25,1;52,8;459;767;42;41;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 06:07;55.69486733920517;12.551568746566774;25,0;52,8;448;772;42;41;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 06:22;55.69486733920517;12.551568746566774;25,0;52,9;447;769;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 06:37;55.69486733920517;12.551568746566774;25,1;52,9;465;768;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 06:52;55.69486733920517;12.551568746566774;25,1;52,9;425;772;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 07:07;55.69486733920517;12.551568746566774;25,0;52,9;468;777;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 07:22;55.69486733920517;12.551568746566774;25,0;53,0;453;781;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 07:37;55.69486733920517;12.551568746566774;25,0;53,0;484;774;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 07:52;55.69486733920517;12.551568746566774;25,1;53,0;427;783;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 08:07;55.69486733920517;12.551568746566774;25,0;53,1;464;787;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 08:22;55.69486733920517;12.551568746566774;25,0;53,0;454;782;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 08:37;55.69486733920517;12.551568746566774;25,0;53,1;448;780;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 08:52;55.69486733920517;12.551568746566774;25,1;53,0;432;791;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 09:07;55.69486733920517;12.551568746566774;25,1;53,1;447;785;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 09:22;55.69486733920517;12.551568746566774;25,1;53,1;460;803;42;42;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 09:37;55.69486733920517;12.551568746566774;25,1;53,1;460;798;42;41;43;8;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 09:52;55.69486733920517;12.551568746566774;25,1;53,2;456;812;42;41;43;8;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 10:07;55.69486733920517;12.551568746566774;25,1;53,2;444;829;42;41;43;10;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 10:23;55.69486733920517;12.551568746566774;25,1;53,3;455;833;42;41;43;10;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 10:38;55.69486733920517;12.551568746566774;25,1;53,3;465;831;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 10:53;55.69486733920517;12.551568746566774;25,1;53,3;443;856;42;41;43;14;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 11:08;55.69486733920517;12.551568746566774;25,1;53,3;473;860;42;41;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 11:23;55.69486733920517;12.551568746566774;25,1;53,2;425;888;42;41;43;8;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 11:38;55.69486733920517;12.551568746566774;25,1;53,3;475;914;42;41;43;10;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 11:53;55.69486733920517;12.551568746566774;25,1;53,2;439;897;42;41;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 12:08;55.69486733920517;12.551568746566774;25,1;53,2;468;855;42;41;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 12:23;55.69486733920517;12.551568746566774;25,2;53,3;461;822;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 12:38;55.69486733920517;12.551568746566774;25,1;53,3;453;833;42;42;43;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 12:53;55.69486733920517;12.551568746566774;25,2;53,3;444;862;42;42;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 13:08;55.69486733920517;12.551568746566774;25,1;53,5;438;876;42;41;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 13:23;55.69486733920517;12.551568746566774;25,1;53,5;461;883;42;42;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 13:38;55.69486733920517;12.551568746566774;25,1;53,5;480;887;42;42;43;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 13:53;55.69486733920517;12.551568746566774;25,2;53,6;458;877;42;41;43;24;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 14:08;55.69486733920517;12.551568746566774;25,2;53,6;453;887;42;41;44;26;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 14:23;55.69486733920517;12.551568746566774;25,2;53,6;456;879;42;41;43;14;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 14:38;55.69486733920517;12.551568746566774;25,2;53,6;421;893;42;41;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 14:53;55.69486733920517;12.551568746566774;25,2;53,6;439;903;42;41;43;20;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 15:08;55.69486733920517;12.551568746566774;25,2;53,6;471;927;42;41;44;16;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 15:23;55.69486733920517;12.551568746566774;25,2;53,5;469;874;42;41;43;18;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 15:38;55.69486733920517;12.551568746566774;25,2;53,5;460;844;42;41;43;10;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 15:53;55.69486733920517;12.551568746566774;25,2;53,5;480;829;42;41;43;12;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 16:08;55.69486733920517;12.551568746566774;25,2;53,5;450;826;42;41;43;10;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 16:23;55.69486733920517;12.551568746566774;25,3;53,5;449;818;42;42;43;14;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 16:38;55.69486733920517;12.551568746566774;25,3;53,5;480;796;42;41;43;14;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 16:53;55.69486733920517;12.551568746566774;25,3;53,5;448;792;42;41;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 17:08;55.69486733920517;12.551568746566774;25,3;53,5;464;784;42;42;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 17:23;55.69486733920517;12.551568746566774;25,3;53,6;444;784;42;41;44;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 17:38;55.69486733920517;12.551568746566774;25,3;53,6;474;782;42;41;44;8;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 17:53;55.69486733920517;12.551568746566774;25,4;53,7;455;771;42;41;43;8;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 18:09;55.69486733920517;12.551568746566774;25,4;53,7;454;767;42;41;43;14;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 18:24;55.69486733920517;12.551568746566774;25,4;53,7;430;752;42;41;44;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 18:39;55.69486733920517;12.551568746566774;25,4;53,8;447;744;42;42;43;6;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 18:54;55.69486733920517;12.551568746566774;25,4;53,8;456;736;42;42;44;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 19:09;55.69486733920517;12.551568746566774;25,4;53,8;421;739;42;42;44;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 19:24;55.69486733920517;12.551568746566774;25,4;53,8;484;737;42;42;44;4;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 19:39;55.69486733920517;12.551568746566774;25,4;53,8;447;748;42;41;44;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 19:54;55.69486733920517;12.551568746566774;25,4;53,8;471;746;42;42;44;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 20:09;55.69486733920517;12.551568746566774;25,4;53,8;452;742;42;42;43;2;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 20:24;55.69486733920517;12.551568746566774;25,4;53,8;450;744;42;41;44;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 20:39;55.69486733920517;12.551568746566774;25,4;53,8;470;757;42;42;44;0;0;0;2935;-85
53e1e;S.11 GBG. E236;04.08.2024 20:54;55.69486733920517;12.551568746566774;25,4;53,8;444;766;42;40;43;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 21:09;55.69486733920517;12.551568746566774;25,4;53,9;498;822;42;42;44;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 21:24;55.69486733920517;12.551568746566774;25,4;54,0;460;856;42;42;43;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 21:39;55.69486733920517;12.551568746566774;25,4;54,0;467;880;42;41;43;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 21:54;55.69486733920517;12.551568746566774;25,3;54,0;481;877;42;42;44;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 22:09;55.69486733920517;12.551568746566774;25,4;54,0;484;874;42;41;43;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 22:24;55.69486733920517;12.551568746566774;25,3;54,1;433;865;42;42;44;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 22:39;55.69486733920517;12.551568746566774;25,3;54,1;452;868;42;42;44;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 22:54;55.69486733920517;12.551568746566774;25,3;54,1;444;855;42;42;44;0;0;0;2935;-87
53e1e;S.11 GBG. E236;04.08.2024 23:09;55.69486733920517;12.551568746566774;25,3;54,0;415;850;42;42;43;0;0;0;2935;-87
